Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpRangeMinutes,InpBufferPoints,InpSessionHour,InpSessionMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMagic,InpMaxSpread,InpVerbose
15,-1718.44,-9.04442,0.75525,-0.57590,-5.00000,26.8183,190,5,700,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
5,-2391.02,-12.58432,0.67821,-0.76031,-5.00000,29.2543,190,5,300,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
3,28.38,0.15680,1.00664,0.02468,0.22357,10.9446,181,35,100,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
7,66.87,0.35569,1.01386,0.04623,0.49711,13.3197,188,25,300,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
9,-631.78,-3.61017,0.86604,-0.42725,-5.00000,13.6955,175,45,300,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
13,238.12,1.30120,1.05684,0.17524,1.91460,12.3132,183,35,500,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
16,-311.59,-1.64862,0.94242,-0.19581,-2.36167,14.3602,189,15,700,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
18,354.76,1.93858,1.08515,0.28184,2.86172,11.3723,183,35,700,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
17,-90.82,-0.48828,0.97979,-0.07608,-0.73320,11.2851,186,25,700,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
19,-770.76,-4.42966,0.82644,-0.54619,-5.00000,13.3164,174,45,700,14,30,17,30,1,1,0,0,16385,60,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,1,770201,0,1
