Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpPatternMode,InpExitMode,InpAllowLong,InpAllowShort,InpTF,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
6,-403.81,-9.61452,0.75974,-0.33665,-1.67898,11.7536,42,-1.0162,-740,-739.55,0,0,1,0,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
12,392.27,9.80675,1.42563,1.44520,2.06061,2.7054,40,-1.0070,-197,-197.46,0,0,0,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
15,849.62,21.78513,1.54192,2.01027,1.92906,4.1053,39,-1.4523,-294,-293.63,0,1,0,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
9,-754.22,-17.95762,0.67858,-0.49840,-2.26486,14.7119,42,-1.4315,-824,-823.51,0,1,1,0,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
18,-33.06,-0.40317,0.98739,-0.03306,-0.07557,9.6463,82,-1.0128,-406,-405.67,0,0,1,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
21,-254.09,-3.62986,0.92561,-0.21555,-0.39162,11.7497,70,-1.4330,-867,-867.34,0,1,1,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
7,-154.15,-2.75268,0.91632,-0.23521,-0.45878,6.5469,56,-1.0196,-235,-235.08,1,0,1,0,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
10,-468.68,-8.67926,0.81690,-0.47963,-0.91327,9.7615,54,-1.6042,-505,-505.00,1,1,1,0,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
19,354.04,3.27815,1.11277,0.41926,0.55670,7.6414,108,-1.0130,-274,-274.10,1,0,1,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
13,235.96,3.52179,1.13140,0.40906,0.62160,5.4059,67,-0.9764,-205,-205.44,1,0,0,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
16,-4.47,-0.08127,0.99813,-0.00760,-0.00813,5.7026,55,-1.4345,-362,-399.60,1,1,0,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
22,-292.07,-3.20956,0.92811,-0.29865,-0.32624,9.2794,91,-1.6374,-652,-651.81,1,1,1,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
8,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,2,0,1,0,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
11,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,2,1,1,0,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
20,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,2,0,1,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
14,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,2,0,0,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
17,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,2,1,0,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
23,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,0.0000,-0,-0.00,2,1,1,1,16385,1.5,0,0.1,1.5,14,0,0,5,0,3,1,772301,LARRY,1
