Time,Open,High,Low,Close,Volume
2025.06.15 20:00,42208.775,42210.251,42200.203,42205.299,115
2025.06.15 20:01,42206.203,42211.999,42199.275,42211.999,95
2025.06.15 20:02,42213.715,42223.251,42208.799,42213.763,50
2025.06.15 20:03,42214.499,42222.763,42214.499,42218.799,30
2025.06.15 20:04,42217.251,42219.799,42215.715,42219.739,44
2025.06.15 20:05,42219.263,42220.775,42214.239,42215.203,38
2025.06.15 20:06,42214.215,42214.215,42199.999,42203.499,40
2025.06.15 20:07,42203.751,42218.299,42203.751,42215.703,77
2025.06.15 20:08,42216.499,42222.727,42212.215,42222.287,63
2025.06.15 20:09,42220.203,42223.299,42215.203,42223.299,39
2025.06.15 20:10,42222.703,42224.275,42215.715,42218.251,84
2025.06.15 20:11,42217.763,42219.251,42204.703,42204.703,46
2025.06.15 20:12,42204.227,42216.775,42203.703,42213.299,40
2025.06.15 20:13,42212.751,42221.287,42209.239,42218.715,67
2025.06.15 20:14,42218.299,42218.299,42211.751,42216.227,51
2025.06.15 20:15,42216.739,42219.227,42211.227,42211.299,52
2025.06.15 20:16,42208.227,42216.263,42207.739,42208.263,71
2025.06.15 20:17,42207.999,42210.763,42203.727,42208.763,78
2025.06.15 20:18,42208.287,42209.227,42194.263,42195.775,105
2025.06.15 20:19,42194.763,42194.763,42186.799,42189.499,101
2025.06.15 20:20,42188.763,42197.763,42188.715,42191.715,71
2025.06.15 20:21,42192.299,42204.763,42191.799,42204.287,85
2025.06.15 20:22,42203.799,42204.763,42194.499,42195.299,69
2025.06.15 20:23,42195.739,42222.239,42195.739,42221.715,84
2025.06.15 20:24,42220.799,42220.799,42208.227,42208.227,69
2025.06.15 20:25,42208.763,42211.299,42204.275,42208.751,55
2025.06.15 20:26,42207.227,42214.799,42206.215,42211.999,68
2025.06.15 20:27,42211.227,42211.299,42203.203,42206.787,85
2025.06.15 20:28,42206.227,42206.999,42200.739,42200.799,40
2025.06.15 20:29,42200.215,42200.799,42190.239,42191.239,77
2025.06.15 20:30,42190.739,42191.299,42181.703,42184.275,45
2025.06.15 20:31,42182.703,42189.263,42182.499,42187.727,46
2025.06.15 20:32,42189.275,42193.727,42184.215,42191.299,71
2025.06.15 20:33,42190.703,42217.287,42190.703,42212.999,127
2025.06.15 20:34,42213.287,42222.263,42211.727,42220.799,119
2025.06.15 20:35,42220.299,42220.751,42201.299,42201.299,123
2025.06.15 20:36,42200.727,42207.775,42198.739,42203.703,114
2025.06.15 20:37,42204.203,42208.215,42201.215,42202.263,54
2025.06.15 20:38,42201.739,42202.275,42197.775,42201.763,70
2025.06.15 20:39,42202.215,42204.787,42197.227,42200.787,71
2025.06.15 20:40,42201.263,42209.799,42200.215,42208.799,89
2025.06.15 20:41,42209.215,42215.299,42204.739,42213.763,87
2025.06.15 20:42,42213.227,42215.999,42210.227,42211.203,82
2025.06.15 20:43,42211.703,42212.799,42207.251,42210.799,60
2025.06.15 20:44,42212.227,42223.499,42212.227,42222.775,57
2025.06.15 20:45,42221.703,42229.239,42221.251,42225.739,43
2025.06.15 20:46,42225.263,42226.287,42222.751,42222.751,43
2025.06.15 20:47,42223.239,42223.239,42213.703,42216.275,66
2025.06.15 20:48,42216.787,42218.287,42209.787,42210.275,62
2025.06.15 20:49,42210.999,42211.499,42201.787,42202.715,66
2025.06.15 20:50,42203.287,42210.799,42202.203,42210.715,57
2025.06.15 20:51,42211.251,42223.251,42207.499,42209.215,105
2025.06.15 20:52,42207.715,42211.287,42207.715,42210.739,63
2025.06.15 20:53,42210.203,42219.799,42210.203,42217.763,53
2025.06.15 20:54,42218.227,42218.227,42211.287,42213.999,54
2025.06.15 20:55,42213.227,42225.999,42212.239,42222.287,81
2025.06.15 20:56,42223.287,42233.499,42221.275,42228.715,84
2025.06.15 20:57,42228.239,42232.275,42224.215,42231.703,58
2025.06.15 20:58,42232.999,42233.739,42224.263,42228.727,59
2025.06.15 20:59,42228.227,42230.263,42225.275,42227.999,46
2025.06.15 21:00,42226.251,42236.763,42226.251,42233.299,112
2025.06.15 21:01,42232.739,42233.787,42225.787,42226.999,47
2025.06.15 21:02,42226.263,42230.239,42223.227,42227.227,52
2025.06.15 21:03,42227.775,42230.299,42225.263,42226.799,41
2025.06.15 21:04,42227.227,42231.275,42225.287,42231.203,65
2025.06.15 21:05,42230.799,42237.287,42229.703,42236.239,59
2025.06.15 21:06,42236.715,42236.715,42224.739,42225.287,51
2025.06.15 21:07,42224.799,42231.251,42219.215,42227.251,90
2025.06.15 21:08,42227.751,42229.787,42213.203,42220.787,80
2025.06.15 21:09,42220.251,42230.999,42220.251,42230.763,63
2025.06.15 21:10,42231.227,42233.751,42228.215,42233.251,44
2025.06.15 21:11,42232.763,42236.751,42232.763,42235.227,15
2025.06.15 21:12,42236.275,42236.763,42227.727,42228.499,34
2025.06.15 21:13,42227.763,42228.763,42225.703,42228.499,13
2025.06.15 21:14,42229.499,42229.715,42217.251,42217.251,41
2025.06.15 21:15,42219.787,42228.263,42217.799,42225.787,85
2025.06.15 21:16,42226.203,42226.999,42223.715,42224.215,37
2025.06.15 21:17,42224.751,42227.751,42224.203,42225.715,32
2025.06.15 21:18,42226.703,42226.703,42214.787,42214.787,68
2025.06.15 21:19,42215.739,42220.751,42214.287,42218.727,62
2025.06.15 21:20,42217.715,42221.275,42211.703,42211.703,85
2025.06.15 21:21,42212.239,42217.251,42203.751,42213.715,122
2025.06.15 21:22,42213.215,42227.299,42213.215,42227.299,93
2025.06.15 21:23,42227.727,42227.787,42224.215,42227.287,47
2025.06.15 21:24,42226.715,42227.299,42218.215,42218.715,49
2025.06.15 21:25,42219.787,42219.787,42211.215,42213.799,73
2025.06.15 21:26,42214.703,42214.703,42205.763,42210.227,62
2025.06.15 21:27,42209.763,42212.999,42208.703,42208.703,56
2025.06.15 21:28,42208.227,42212.239,42206.703,42211.251,48
2025.06.15 21:29,42211.727,42212.751,42207.499,42209.239,56
2025.06.15 21:30,42208.763,42213.763,42207.799,42213.727,57
2025.06.15 21:31,42213.215,42219.215,42213.215,42218.251,63
2025.06.15 21:32,42217.703,42226.775,42216.287,42225.999,74
2025.06.15 21:33,42224.263,42231.751,42224.263,42229.703,89
2025.06.15 21:34,42229.227,42229.251,42223.703,42223.775,26
2025.06.15 21:35,42223.499,42227.999,42223.499,42223.799,72
2025.06.15 21:36,42224.499,42225.739,42219.727,42221.763,60
2025.06.15 21:37,42222.239,42225.715,42219.999,42225.715,58
2025.06.15 21:38,42224.775,42224.775,42221.715,42223.751,58
2025.06.15 21:39,42222.703,42227.299,42220.739,42220.739,39
2025.06.15 21:40,42220.227,42226.299,42220.227,42222.299,60
2025.06.15 21:41,42221.775,42224.751,42221.263,42223.787,76
2025.06.15 21:42,42222.703,42224.251,42219.203,42222.763,56
2025.06.15 21:43,42223.999,42224.739,42219.215,42224.299,50
2025.06.15 21:44,42224.775,42225.239,42221.703,42222.751,42
2025.06.15 21:45,42221.727,42223.263,42220.715,42221.715,35
2025.06.15 21:46,42221.251,42222.215,42218.299,42219.227,35
2025.06.15 21:47,42219.799,42222.999,42218.703,42219.239,54
2025.06.15 21:48,42218.739,42219.751,42215.703,42218.799,55
2025.06.15 21:49,42219.739,42219.739,42213.287,42216.763,52
2025.06.15 21:50,42216.239,42218.215,42214.239,42215.251,37
2025.06.15 21:51,42214.763,42215.799,42210.739,42215.703,59
2025.06.15 21:52,42215.275,42220.299,42215.275,42219.775,19
2025.06.15 21:53,42218.215,42221.287,42215.775,42219.299,65
2025.06.15 21:54,42218.703,42219.739,42214.763,42215.203,63
2025.06.15 21:55,42213.227,42229.999,42213.227,42228.287,78
2025.06.15 21:56,42227.787,42229.227,42222.287,42222.287,57
2025.06.15 21:57,42219.287,42220.799,42216.215,42217.499,55
2025.06.15 21:58,42216.227,42223.703,42216.227,42221.251,58
2025.06.15 21:59,42220.799,42221.299,42213.727,42213.727,61
2025.06.15 22:00,42215.251,42216.763,42206.251,42212.739,89
2025.06.15 22:01,42212.299,42214.703,42209.299,42212.203,68
2025.06.15 22:02,42211.787,42215.499,42210.227,42212.763,55
2025.06.15 22:03,42214.715,42216.739,42212.715,42213.739,39
2025.06.15 22:04,42212.739,42213.715,42207.751,42207.751,43
2025.06.15 22:05,42207.203,42215.499,42207.203,42211.715,48
2025.06.15 22:06,42212.299,42214.275,42200.227,42204.999,73
2025.06.15 22:07,42204.263,42209.239,42201.203,42206.299,62
2025.06.15 22:08,42207.239,42213.275,42207.239,42212.703,73
2025.06.15 22:09,42211.703,42224.287,42211.703,42220.715,45
2025.06.15 22:10,42220.275,42220.787,42216.227,42217.499,14
2025.06.15 22:11,42217.799,42219.227,42215.263,42216.287,40
2025.06.15 22:12,42216.727,42221.239,42212.703,42221.239,41
2025.06.15 22:13,42220.775,42222.715,42219.763,42221.227,26
2025.06.15 22:14,42220.727,42228.763,42220.727,42228.763,41
2025.06.15 22:15,42228.299,42240.751,42225.727,42237.287,116
2025.06.15 22:16,42236.299,42248.251,42236.275,42243.787,89
2025.06.15 22:17,42243.299,42247.263,42242.999,42246.999,81
2025.06.15 22:18,42247.299,42252.751,42242.203,42244.727,72
2025.06.15 22:19,42245.263,42250.239,42244.775,42246.703,63
2025.06.15 22:20,42246.275,42247.299,42241.775,42241.775,62
2025.06.15 22:21,42241.251,42241.799,42232.715,42233.263,32
2025.06.15 22:22,42235.999,42240.499,42235.999,42238.299,45
2025.06.15 22:23,42238.763,42242.787,42236.251,42236.275,46
2025.06.15 22:24,42235.263,42236.263,42234.215,42234.215,27
2025.06.15 22:25,42233.263,42234.251,42231.703,42233.799,9
2025.06.15 22:26,42233.227,42236.787,42231.751,42234.799,16
2025.06.15 22:27,42234.287,42234.999,42225.287,42225.287,28
2025.06.15 22:28,42224.751,42230.763,42224.751,42230.739,25
2025.06.15 22:29,42229.251,42230.299,42226.703,42226.703,68
2025.06.15 22:30,42227.299,42230.999,42226.239,42229.999,35
2025.06.15 22:31,42229.227,42233.727,42229.227,42231.299,33
2025.06.15 22:32,42231.751,42233.299,42230.203,42230.203,16
2025.06.15 22:33,42231.227,42233.703,42229.215,42231.227,38
2025.06.15 22:34,42232.251,42233.215,42231.275,42231.775,15
2025.06.15 22:35,42232.227,42236.499,42231.799,42235.703,24
2025.06.15 22:36,42236.251,42236.499,42232.287,42235.727,41
2025.06.15 22:37,42234.263,42238.703,42232.203,42238.703,23
2025.06.15 22:38,42238.499,42238.799,42231.215,42238.203,48
2025.06.15 22:39,42238.763,42244.799,42238.275,42244.499,46
2025.06.15 22:40,42244.751,42246.299,42241.203,42241.703,29
2025.06.15 22:41,42242.499,42245.787,42241.703,42241.703,49
2025.06.15 22:42,42242.239,42243.775,42239.775,42239.775,25
2025.06.15 22:43,42240.275,42245.263,42239.763,42245.263,28
2025.06.15 22:44,42246.203,42246.203,42243.251,42245.215,21
2025.06.15 22:45,42244.287,42244.287,42242.999,42244.239,6
2025.06.15 22:46,42242.299,42242.799,42239.727,42240.203,58
2025.06.15 22:47,42240.799,42240.799,42236.751,42238.203,41
2025.06.15 22:48,42237.751,42241.299,42237.751,42239.775,45
2025.06.15 22:49,42239.251,42240.239,42237.227,42240.239,19
2025.06.15 22:50,42240.703,42243.287,42239.787,42242.251,80
2025.06.15 22:51,42241.787,42245.287,42241.499,42243.703,40
2025.06.15 22:52,42244.287,42244.287,42232.775,42233.215,40
2025.06.15 22:53,42232.739,42233.299,42226.299,42231.299,49
2025.06.15 22:54,42230.763,42232.763,42229.787,42232.203,25
2025.06.15 22:55,42231.263,42233.499,42230.215,42232.799,39
2025.06.15 22:56,42232.499,42237.499,42232.263,42237.287,37
2025.06.15 22:57,42236.787,42237.999,42234.215,42235.263,35
2025.06.15 22:58,42234.239,42235.499,42231.999,42234.227,33
2025.06.15 22:59,42233.775,42235.263,42233.251,42234.299,27
2025.06.15 23:00,42233.787,42234.239,42229.999,42231.715,32
