Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpCrossLookback,InpHACount,InpAdxMin,InpRequireAdxRising,InpMaxDistATR,InpMaxDistEma21ATR,InpUsaGuardian,InpTimeframe,InpEmaFast,InpEmaMid,InpEmaSlow,InpEmaSlopeBars,InpRequireAlignment,InpHAAutoCount,InpHAWickRatio,InpHABodyFactor,InpUseBBExpand,InpBBPeriod,InpBBDev,InpBBExpandBars,InpBBExpandMult,InpAdxPeriod,InpAdxRising,InpRequireDI,InpMinRR,InpEntryMode,InpPullbackRef,InpPendingExpiryBars,InpAllowLong,InpAllowShort,InpSLMode,InpSwingLookback,InpAtrPeriod,InpAtrSLmult,InpSLBufferPts,InpTP_R,InpPartialR,InpPartialPct,InpBreakeven,InpTrailMode,InpTrailAtrMult,InpExitOnCross,InpExitOnHAflip,InpRiskPercent,InpMaxTradesPerDay,InpStopAfterLosses,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
18,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,2,25,1,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
72,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,2,20,0,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
90,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,2,25,1,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
0,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,2,20,0,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
1,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,2,20,0,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
91,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,2,25,1,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
19,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,2,25,1,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
73,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,2,20,0,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
74,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,2,20,0,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
92,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,2,25,1,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
2,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,2,20,0,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
20,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,7,2,25,1,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
126,101.69,50.92500,636.56250,3.19880,0.28741,0.3158,2,3,2,25,0,1.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
108,143.80,36.04500,379.42105,3.18494,0.36606,0.4431,4,3,2,20,1,1.0,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
36,143.80,36.04500,379.42105,3.18494,0.36606,0.4431,4,3,2,20,1,1.0,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
54,125.21,31.37000,464.74074,3.93866,0.33910,0.3158,4,3,2,25,0,1.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
75,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,3,20,0,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
93,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,3,25,1,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
3,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,3,20,0,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
21,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,3,3,25,1,0.5,0,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
76,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,5,3,20,0,0.5,1,1,16388,9,21,50,3,1,0,0.3,0.6,0,20,2,3,1.05,14,1,1,1,0,0,3,0,1,0,10,14,1.5,0,1.5,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS,0,20,778735,0,0
